,SAN,BTO_1,BKIA_0,BKIA,NTGY,TRE,ACX_0,ACX,FER,ACS,ELE_0,ELE,SAB,CRI,OHL,IBR,EBRO_0,EBRO_1,AMS,AENA,ITX,MTS,IAG,VIS_0,VIS,IBLA,BBVA,MAP,BME,CIE,MAS,IBE,ABG,ENG,SCYR_1,REP,ABE,ABG.P_0,ABG.P_1,ANA_0,ANA,EVA,GRF,CLNX,MRL,BKT,POP,ENC,IDR,SGRE_0,SGRE,MEL,TL5,REE,COL,JAZ,TEF,FCC,CABK,DIA,ALM,REE_0,CIN,LOR,UNF,ZEL,NHH_0,NHH_1,MAP_0,ALT,BTO_0,FAD,DRC,PRS_1,SCYR_0,TEM,CAR,AGS,COL_0,A3TV,SGC,PHM,SLR,FDR,ROVI
2012-05-17,2.4467439213,,52.853665519,,5.5891183929,22.461767852,6.0244868278,,5.0495464949,7.9542236721,4.1310131688,,1.011142603,,7.6349523969,,,,12.904545338,,10.747781478,24.220204978,0.9436489051,,,,2.8361047481,0.9598148433,9.5063309653,,,1.9355686453,1.7586,6.8506866634,0.7690826155,5.9768105601,6.5460746117,,,31.594281955,,,7.8744493305,,,1.4216817086,4.2193,,6.3132,1.3254255153,,,2.724554182,4.3818439033,,,5.3471985492,6.9001771869,1.3598083392,0.8259049892,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-18,2.5194349446,,65.268012755,,5.7450688987,22.391535875,6.0776714583,,5.0638233539,8.2291256905,4.197788324,,1.0130490117,,7.6823517296,,,,12.818931048,,10.693449744,24.488372554,0.9483739384000001,,,,2.9409270222,0.9837131912,9.3074033036,,,2.0033135479,1.8143,6.8426936674,0.8965041063,6.1336837051,6.4685395012,,,33.068308954,,,7.6944444114,,,1.4558214397,4.2748,,6.8173,1.2653968863,,,2.7896354537,4.3907864419,,,5.4082030961,7.1407530077,1.3900789926,0.8307034086,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-21,2.4848461976,,65.52799238,,5.6840152931,22.855345996,6.0991716279,,5.1373978475,8.313962804,4.1684256552,,1.0078271096,,7.7250200554,,,,13.208001483,,10.586938878,25.111021355,0.9516325822,,,,2.9068692437,0.9724108385,9.0391523665,,,1.9791189399,1.8064,6.8058294185,0.9910741087,6.0485257842,6.4598031507,,,33.704790825,,,7.8595030736,,,1.4472663297000001,4.2768,,6.7865,1.2637432051,,,2.8660463186,4.3520354415,,,5.3520655786,7.1809106639,1.3849416755,0.8315949182,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-22,2.5427803967,,63.929693998,,5.8264737059,23.685664714,6.2315674099,,5.2856013763,8.3022046787,4.2512237815,,1.0097335183,,8.0164679296,,,,13.340510978,,10.891058826,25.390498996,0.9648843999000001,,,,2.9813422528,0.9973985699000001,9.524415295,,,2.0294739679,1.8921999999999999,6.9512192602,1.2026572094,6.1740743197,6.6144183534,,,34.377710496,,,7.8637734327,,,1.4674434761000001,4.3081,,6.8746,1.3277406691,,,2.8644278053,4.4809570391,,,5.4467393017,7.1932170424,1.4251708207,0.8402215847000001,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-23,2.4659512164,,63.037694943,,5.6084897223,23.319156117,6.0769750965,,5.1049504415,7.9922515366999995,4.1067870504,,0.9910838679,,7.6587859597,,,,12.870431192,,10.793761107,24.120497833,0.9293651835000001,,,,2.8605506648,0.9623340423000001,9.1506724205,,,1.9614266329,1.7751000000000001,6.8639164499,1.0751544033,5.9835006465,6.4150293545,,,33.06455158,,,7.6922163978,,,1.4161128164,4.2193,,6.5626999999999995,1.2597743700000001,,,2.8571870877,4.3848247498,,,5.1796527279,6.5917774903,1.4009859123,0.8124799033000001,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-24,2.5007741985000003,,58.354539811,,5.6497197493,23.280458762,6.0582603739,,5.1274202702,7.8958795515,4.1829919924,,0.9936533752000001,,7.4714202359,,,,12.981419642,,10.95468981,24.695227677,0.9510894748000001,,,,2.9322990515000003,0.9549126181,9.3134314161,,,1.9986258427,1.7612,6.9670674422,1.1689925655,6.1852661464,6.4893793372,,,33.29139218,,,7.861731087,,,1.4222466687,4.195,,6.6456,1.2962380414,,,2.9343646169,4.4258113849,,,5.2762599285,6.6194437098000005,1.4130783665,0.8345840974000001,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-25,2.506786238,,58.354539811,,5.679492804,23.861012102,6.0518190275,,5.1384523886,8.1501676389,4.2073714406,,0.9910838679,,7.4690993647,,,,12.985836626,,10.996019815,24.815173885,0.9389238716,,,,2.9329802073,0.9502146522,9.3706984677,,,2.001801385,1.8375,7.0647060231,1.2327439684,6.2166532802,6.5399773671,,,33.305984775,,,7.9465812654,,,1.4111088842,4.1041,,6.4816,1.2835046959,,,3.0549864505,4.4504033657,,,5.2396572004,6.6934670393,1.4070716573,0.8427387883,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-28,2.4259750578,,50.549387989,,5.5564810952,24.176730424,6.0633089966,,5.0613086798,8.0770886509,4.1213533875,,0.9382017479,,7.3552874077,,,,13.058387924,,10.986462254,24.793149023,0.9075865814,,,,2.8338342295,0.9264524772,9.3254876357,,,1.9231689088000001,1.7673,6.9458446595000005,1.1431342157,6.1941445786,6.5072160529000005,,,32.72446544,,,8.0185275327,,,1.3510616975,3.7962,,6.6824,1.2084275675,,,3.1433232026,4.367684884,,,5.1469836263,6.4960098079,1.3357815020000001,0.8340859009,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-29,2.3671819958,,42.334736238,,5.369853037,24.083149802,6.0344099832,,5.0574149911,8.0391352042,4.0532749283,,0.8978356157,,7.3529665364,,,,13.002940688,,10.999205669,25.726229324,0.9409876794,,,,2.7592855363,0.9062307982000001,9.144644307,,,1.8589775891,1.763,6.9009874144,1.1024764331,5.7503480123,6.418032475,,,32.859818325,,,7.9803728027,,,1.2933550600000001,3.6703,,6.6355,1.2107427212,,,3.0090717835,4.3818439033,,,4.9971057884,6.3295498457,1.3011638876,0.8186155871,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-30,2.3393860729,,38.69213995,,5.4690463022,23.385481149,5.8835606142,,4.9655888312,7.9689585398,3.9477073175,,0.8891324453,,7.2653090134,,,,12.52825596,,10.628354987,24.868747873,0.9325152057,,,,2.7200055652,0.8585702755,8.740760876,,,1.8027251255,1.6683,6.8400752721,0.9792020360000001,5.4678638074,6.2218286038,,,31.769830016,,,7.8787196896000005,,,1.2635735923,3.6436,,6.5773,1.1744444179,,,2.8523315479,4.4168688459,,,4.8236928634,6.1660508167,1.3096997377,0.8127421121,,,,,,,,,,,,,,,,,,,,,,,,,
2012-05-31,2.3642930938,,38.766740015,,5.3621648051,22.566883263,5.7735354542,,4.9160254178,7.8461679784000005,3.9345976142,,0.8851538534000001,,7.2345128368000005,,,,12.669317488,,10.639462426,24.207406747,0.9389238716,,,,2.7379426618,0.8299058753,8.4363412732,,,1.8139151317,1.5854,6.673669363,0.8797530999000001,5.4162813664,6.1236356645,,,31.052957794,,,7.7748385629,,,1.1865776031,3.6102,,6.1937,1.1791574095,,,2.7469578134,4.4600911162,,,4.8726965159,6.2863387271,1.2731062322,0.8051905012,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-01,2.37795682,,37.911560732,,5.3029201954000005,22.243444076,5.8662386152,,4.824848206,7.8403633343,3.9086082025,,0.8583812441,,6.9956416235,,,,12.51105792,,10.352821626,23.610354408,0.9415307866,,,,2.7695785539,0.8177864853,8.5297769927,,,1.8235173667,1.5947,6.6895864501,0.9064246053,5.2861685664,6.0938774706,,,29.999582047,,,7.7578499605,,,1.1625264450000001,3.6124,,6.0758,1.1760980992,,,2.6995950031,4.4586006929,,,4.909299244,5.8619074616999995,1.2926280375,0.7701856387,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-04,2.4934348257,,37.726181172,,5.4734180418000005,22.313676053000002,6.1207588429,,4.8640284493,8.185293182,4.0077359589,,0.871726105,,7.1728312193,,,,12.498276861,,10.352821626,23.794887035,0.9436489051,,,,2.885602053,0.8378719913,8.385102331,,,1.89368173,1.617,6.7424366912,0.9729407376,5.4835573744,6.1262747704,,,30.951770808,,,7.6561968472,,,1.1894024035,3.6368,,6.1049,1.1648530668000001,,,2.8209835009,4.5271601553,,,5.1170480616,5.8236929178,1.3362557157000001,0.7770292860000001,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-05,2.5227142387,,37.800140895,,5.426911777,22.664463851,6.2315674099,,4.9321680025,8.185293182,3.9687135088,,0.8804292754,,7.0203678291,,,,12.515474903,,10.402159318,24.217823912,0.9483739384000001,,,,2.9045987251,0.8278632814,8.4092147732,,,1.8771235452,1.6756,6.7556664776,1.0401073946,5.589035651,6.0769507917,,,31.093939397,,,7.6859036931,,,1.2164397793,3.692,,6.2057,1.2653968863,,,2.9102572872,4.5770893289,,,5.0723113938,6.0432646189,1.3703200805,0.8006542906,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-06,2.5888466734,,38.655320174,,5.4550265852,23.362039483,6.3502100469,,4.9938180745,8.5535160243,4.0532749283,,0.8998249118,,7.4557989869,,,,12.54103702,,10.597960212,24.988396448,0.9441377016,,,,2.9973115668,0.8389613745000001,8.7015781555,,,1.9331491846,1.7639,6.8639164499,1.0408392345,5.672005226,6.1861551727,,,31.674148021,,,7.7516300895,,,1.180605168,3.7319,,6.3552,1.2297600555,,,2.9673311772,4.7775512353,,,5.2357902454,5.9914482883,1.4167930420000001,0.8022537637,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-07,2.6318678911999998,,38.06076086,,5.4330925125,23.654316136,6.2401848869,,5.077370146,8.5009765485,3.993169622,,0.9145788573,,7.4729377287,,,,12.844587143,,10.723844516,25.161916644,0.9510894748000001,,,,3.031823449,0.8484253927000001,8.9216042047,,,1.8990499088,1.7768000000000002,6.8374568769,0.9946519936,5.6002274775,6.2923564332,,,31.578203884,,,8.0525047378,,,1.1583295986,3.7988,,6.2809,1.234473047,,,2.9881162955000002,4.7991623705,,,5.1469836263,6.1660508167,1.4498299434000002,0.8006542906,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-08,2.6687209124,,38.246460592,,5.5814301611,23.818128736,6.2064113409,,5.1409670624,8.4863905182,4.0922207135,,0.9179772381,,7.5319414178,,,,13.066939955,,10.731766101,24.619331193,0.9553257117,,,,3.065200072,0.8510807647,8.8974917604,,,1.9934844885,1.7448000000000001,7.0884782955,1.0079064306,5.7234000945,6.3204765612,,,31.808714479,,,7.9930910459,,,1.1956976731,3.8184,,6.2364,1.2021435787,,,3.0710012136,4.8371681595,,,5.3350643115,6.2616334409,1.4826297376,0.8022537637,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-11,2.6615376963,,38.952439747,,5.5735158048999995,24.032545569,6.0381529277,,5.1731711131,8.185293182,4.0564948554,,0.9226189288000001,,7.5343515533000005,,,,13.203866434,,10.728666352,24.109485402,0.9521756895000001,,,,3.065200072,0.8770897928,8.8824214831,,,1.9715581248,1.7176,7.0092373868,1.0037593369,5.6202352124,6.2954505573,,,31.051647082,,,8.154065017,,,1.2016701087000001,3.7478,,6.1236,1.158651762,,,2.9874348161,4.8334421015,,,5.2794601671,6.044467498,1.4878460904000002,0.7895366413,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-12,2.6509971078,,38.209000474,,5.5589684642,23.775338392000002,5.8568377311,,5.1962898902,8.208586178000001,4.0433851522,,0.9132526601000001,,7.2293355086,,,,13.126804174,,10.760524896,24.239848774,0.9420738939000001,,,,3.0605076671,0.8558468169000001,8.8251544281,,,1.989250432,1.7018,6.9960076003000005,0.9876588551000001,5.6450573084,6.189977326,,,31.170834517,,,8.158335376,,,1.1459004766,3.6145,,6.0399,1.1190460963,,,2.9954421978,4.8587792945,,,5.3661332938,5.9285284582,1.4789940977,0.7936008763,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-13,2.6852735406,,37.726181172,,5.5625864557,23.486782638,5.7979081162,,5.1731711131,8.0449398494,3.9460206891,,0.9214585062,,7.1040084595,,,,13.280834715,,12.005677376,23.925250407,0.9330583130000001,,,,3.0997119544,0.8653789215000001,8.7950138746,,,1.9897040809000002,1.6705,7.046239446,0.959604985,5.6024158235,6.2174604285,,,30.456146815,,,8.4826041653,,,1.1557469239,3.6545,,5.8143,1.0778694334,,,2.9753385589,4.8744287367,,,5.3459984597,5.7132130986,1.5029418993,0.7888548987,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-14,2.7346191118,,36.573562148,,5.5893445175,23.740268915,5.6835306951,,5.2443931702,8.185293182,4.025598888,,0.9401910440000001,,7.209697367,,,,13.35770902,,12.203028148,23.718692918,0.9383807644000001,,,,3.1290016438,0.8570042869000001,9.0783350888,,,2.0111767955,1.6862,7.1095632678,0.9841622856000001,5.5754679059,6.2550449364,,,31.25139963,,,8.6838680461,,,1.2062704975,3.6813000000000002,,5.8272,1.1111084263,,,3.1473268935,4.9780131418,,,5.4140702,5.8797655899,1.528233307,0.7933911094,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-15,2.7086970711,,34.195004725,,5.701879126,24.86667821,5.789987001,,5.2392827035,8.4425580099,4.1782387666,,0.9515466088000001,,7.3893863626,,,,13.35770902,,12.117010075,25.010123677,0.9595619485,,,,3.1239308191,0.8813111536,9.3375438588,,,2.065161015,1.7349999999999999,7.1730248999,1.0066053816,5.6584374808,6.3204765612,,,31.747198383,,,8.4571676786,,,1.1986838906,3.7452,,5.9956,1.1744444179,,,3.2446080615,5.0763810666,,,5.3928019481,6.1122913736,1.5230169541,0.8027257394,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-18,2.5850989083,,31.109827803,,5.6767793104,24.352170835,5.853965239,,5.2117024084,8.255469847,4.0987372327,,0.9426776640000001,,7.2270146373,,,,13.391917144,,12.042185545,25.031850905,0.994049261,,,,2.9926948457,0.8729365187,9.1175178092,,,1.9587803475,1.7297,7.0620187224,0.9905048998,5.4746164179,6.3455025653,,,31.535911568,,,8.4339592054,,,1.1421878818,3.7174,,5.7273,1.1087105886,,,3.1915378622,4.9705610267,,,5.1813861904,5.8607045826,1.4878460904000002,0.7890646657,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-19,2.6582584023,,30.032129016,,5.7599177386000004,24.858771299,5.9726949211,,5.2148660303,8.4162138539,4.1684256552,,0.9426776640000001,,7.4040257045,,,,13.554499717,,12.419580146,26.388165717,1.0073010788,,,,3.069892477,0.8437274269,9.144644307,,,2.0521564132,1.783,7.2337992323,1.0051417014,5.640555568,6.3828140622,,,32.19284055,,,8.4528973194,,,1.1789909961,3.7315,,5.8528,1.1008556026,,,3.2036341194,4.9496951034,,,5.3825345163,5.8297998425,1.5387450483,0.7852101977,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-20,2.7307932685000003,,31.221247643,,5.8832309466,25.618765018,6.0129968587,,5.3581213295,8.758241377400001,4.2252343697,,0.9647256953000001,,7.5910343711,,,,13.575832807,,12.384535747,27.039089678,1.0401590693,,,,3.1741092795,0.8666044779000001,9.3616563025,,,2.0646317577,1.8611,7.2495096038,0.9960343581000001,5.7144591382000005,6.3423174374,,,33.461085726,,,8.4741562812,,,1.1913394095,3.9221,,6.0826,1.125330085,,,3.1940082246,4.9839748347,,,5.4174704535,5.965540123,1.5486245045,0.7845022342,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-21,2.7320425233,,34.269284615,,5.8404934228,25.307046665,6.0726228353,,5.3569856701,8.7816087926,4.2545203735,,1.0064180249,,7.5713069653,,,,13.434583322,,12.30333951,26.21464552,1.0549858982,,,,3.1579885978,0.8791323868,9.3616563025,,,2.071209667,1.8723,7.1783995015,1.0001814519,5.6625015519,6.2767948089,,,32.753825394,,,8.4169706028,,,1.2345992107,4.0591,,5.9801,1.1554270837,,,3.0669975228,4.9534211609,,,5.4294713481,5.8112940101,1.5552634989,0.8058984647,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-22,2.7609315444,,36.0536029,,5.9100643831,24.204079036,5.9769601369,,5.5844419886,9.4160266879,4.3096424593,,1.092206417,,7.6279005188,,,,13.443229331,,12.242722172,25.845580265,1.02902537,,,,3.1877323909,0.8956773967,9.3465860251,,,2.1427349771,1.8888,7.2602588053,1.0156314093,5.7422198701,6.2987266887,,,33.726024364,,,8.3915341162,,,1.323055819,4.4846,,6.1116,1.1751885744,,,3.0307939358,4.9921721615,,,5.5313456077000005,6.0703756633,1.6247358343,0.8145251313,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-25,2.631165185,,35.644423147,,5.7336119259,24.126033167,5.798604478,,5.4861263475,9.0943154194,4.1961016957,,1.0580568348,,7.3204743385,,,,13.370490076,,12.293781947,24.663083284,1.0189235746,,,,3.0134322486,0.8383485965,9.1024475299,,,2.0423273536,1.7357,7.0857909953,0.9428539783000001,5.3906464562,6.2286538776,,,32.727086865,,,8.3702751544,,,1.2500952588,4.2939,,5.9605,1.1024265998,,,2.8715833376,4.8051240629,,,5.2762599285,5.8218423346,1.5660123472,0.7997365601,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-26,2.5925163598000003,,32.55988657,,5.7354209215,23.802500959,5.7661366104,,5.3401941374,8.8898133233,4.2220911075,,1.0016934468,,7.2319241727,,,,13.267865701,,12.363870746,24.445810997,1.0168054562,,,,2.9623455807,0.8151311131000001,8.9879134239,,,2.0138986889,1.6840000000000002,6.9960076003000005,0.9516360596000001,5.2265830315,6.1262747704,,,32.139101348,,,8.3555145655,,,1.1956976731,3.9894,,5.7495,1.0676992938,,,2.8218353499999997,4.7939458897,,,5.2293230967,5.567664727,1.4789940977,0.7808837540000001,,,,,,,,,,,,,,,,,,,,,,,,,
